INVOICED_AMOUNT,FISCAL_QUARTER,PRODUCT_CATEGORY,SUPPLIER_NAME,IS_PREFERRED_SUPPLIER,CHANNEL,IS_CATALOG
10.0,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,Pcard,no
99.0,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Darron Tool & Eng Sbo,No,PO,yes
46.29,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Deb Usa  Inc.,No,Pcard,no
15.4,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Dza Brands Llc,Yes,Ebuy,no
152.47,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Elizabeth Arden  Inc,Yes,PO,yes
28.5,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Fenwal  Inc.,No,Ebuy,yes
6390.04,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Godwin-Sbo  Lp,No,PO,yes
15.4,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Henry Schein  Inc.,No,Ebuy,no
94.85,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Johnny Rockets,No,Pcard,yes
20.0,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,King Bio Inc.,No,Ebuy,yes
80.0,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,Ebuy,no
1264.0,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,Ebuy,yes
80.0,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,PO,no
147.0,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,Pcard,no
15.4,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Mckesson,Yes,Pcard,no
46.29,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Merck Sharp & Dohme Corp.,No,Pcard,no
15.4,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Prime Packaging  Inc.,No,PO,no
0,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Quiznos,Yes,Pcard,yes
223.82,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Rimmel Inc.,No,Pcard,no
28.5,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Rite Aid Corporation,No,Pcard,yes
18.02,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Safeway Inc.,No,Pcard,no
594.0,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,Ebuy,no
135.0,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,PO,yes
231.31,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,Pcard,yes
15.6,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Sb Darron Pte Ltd,No,Ebuy,no
24.0,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Sbot,No,Pcard,no
4.5,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Sj Creations  Inc.,Yes,PO,no
30.0,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,Ebuy,no
89.27,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,Pcard,no
28.86,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Starbucks,Yes,Ebuy,no
43.85,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Tenaris  S.A.,Yes,Pcard,yes
512.74,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Thefaceshop Co.  Ltd,No,Pcard,no
4.5,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Tonymoly Co.  Ltd.,No,PO,no
34.52,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Tubos De Acero De Mexico Sa,No,Pcard,no
21.63,Q3 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Wise Consumer Products,Yes,Pcard,no
26.75,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Akorn  Inc.,No,Ebuy,no
255.48000000000002,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Avkare  Inc.,No,Pcard,no
30.0,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,C.D.M.A.  Inc,No,Ebuy,no
191.96,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Ebuy,no
445.0,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,PO,no
64.27,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,PO,yes
592.26,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Pcard,no
557.5,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Pcard,yes
15.4,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Depomed  Inc.,No,Ebuy,no
99.0,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Dza Brands Llc,Yes,Ebuy,no
36.0,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Godwin-Sbo  Lp,No,PO,yes
14.0,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,H.J. Harkins Company  Inc.,No,Ebuy,yes
199.0,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Hampton Inn & Suites,No,PO,yes
30.0,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Henry Schein  Inc.,No,Pcard,no
0,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Hospira  Inc.,No,Ebuy,yes
2330.0,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Hospira  Inc.,No,PO,yes
238.83,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Johnny Rockets,No,Ebuy,no
6.0,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,King Bio Inc.,No,PO,no
0,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Knust Sbs,No,Pcard,no
3203.2,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Kroger Company,No,Ebuy,yes
23.97,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Mary Kay Inc.,No,Ebuy,no
15.4,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Mary Kay Inc.,No,PO,no
303.37,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,Pcard,no
14.0,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Mckesson,Yes,PO,yes
3203.2,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Pliva Inc.,No,Ebuy,yes
164.8,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Quiznos,Yes,PO,yes
5.4,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Revamp International Pte. Ltd.,Yes,PO,no
0,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Safeway,Yes,PO,no
29.87,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Safeway Inc.,No,Pcard,no
61.27,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Ebuy,yes
99.95,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,PO,no
99.95,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Pcard,no
10.66,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Pcard,yes
33.85,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Sb Darron Pte Ltd,No,Ebuy,no
11.13,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Schoeller Bleckmann Inc,No,PO,no
2330.0,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Shiseido Co.  Ltd.,No,Pcard,yes
13.75,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,Ebuy,no
126.5,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,PO,no
15.4,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Tenaris  S.A.,Yes,Pcard,yes
11.65,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Tenaris Coiled Tubes Llc,No,PO,yes
8943.68,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Thefaceshop Co.  Ltd,No,Ebuy,yes
52.64,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Timken Group,No,Pcard,no
43.85,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Timken Group,No,Pcard,yes
3.39,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Walgreen Co.,No,Pcard,no
173.18,Q3 FY2013,IT/IS AND TELECOMMUNICATIONS,Wise Consumer Products,Yes,PO,yes
127.5,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Ab7 Industries,Yes,Ebuy,yes
325.1,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Cephalon  Inc.,Yes,PO,no
49.44,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Deb Usa  Inc.,No,PO,no
11.0,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Fenwal  Inc.,No,Ebuy,yes
30.8,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Matrixx Initiatives  Inc.,No,Pcard,yes
15.4,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Panrosa Enterprises  Inc.,Yes,Ebuy,no
173.18,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Pliva Inc.,No,Ebuy,yes
199.0,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Rimmel Inc.,No,Ebuy,no
288.0,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Sandoz Inc,No,Ebuy,no
97.97,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Sandoz Inc,No,Ebuy,yes
89.0,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Sandoz Inc,No,PO,no
813.0,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Skinfix  Inc.,Yes,PO,yes
17.34,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Thefaceshop Co.  Ltd,No,Pcard,no
15.4,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Tonymoly Co.  Ltd.,No,Pcard,no
20.0,Q3 FY2013,MANUFACTURING COMPONENTS AND SUPPLIERS,Ventura International Ltd,No,PO,yes
39.4,Q3 FY2013,OUTSOURCED SERVICES,Cephalon  Inc.,Yes,Ebuy,yes
91.47,Q3 FY2013,OUTSOURCED SERVICES,H.J. Harkins Company  Inc.,No,Pcard,yes
13.23,Q3 FY2013,OUTSOURCED SERVICES,Jeun Cell Ltd,No,Pcard,yes
27.53,Q3 FY2013,OUTSOURCED SERVICES,Knust Sbs,No,PO,yes
34.63,Q3 FY2013,OUTSOURCED SERVICES,Panda Express,Yes,Ebuy,no
29.87,Q3 FY2013,OUTSOURCED SERVICES,Revamp International Pte. Ltd.,Yes,Pcard,no
1817.4,Q3 FY2013,OUTSOURCED SERVICES,Rite Aid Corporation,No,Ebuy,no
0,Q3 FY2013,OUTSOURCED SERVICES,Safeway,Yes,Pcard,no
35.07,Q3 FY2013,OUTSOURCED SERVICES,Sandoz Inc,No,Ebuy,no
219.63,Q3 FY2013,OUTSOURCED SERVICES,Sandoz Inc,No,PO,no
948.01,Q3 FY2013,OUTSOURCED SERVICES,Skinfix  Inc.,Yes,Pcard,no
34.63,Q3 FY2013,OUTSOURCED SERVICES,Starbucks,Yes,Ebuy,no
160.0,Q3 FY2013,OUTSOURCED SERVICES,Thefaceshop Co.  Ltd,No,PO,yes
15.4,Q3 FY2014,Asset,Chattem  Inc.,No,PO,yes
15.4,Q3 FY2014,Asset,Deb Usa  Inc.,No,Pcard,no
46.62,Q3 FY2014,Asset,Fenwal  Inc.,No,PO,no
0,Q3 FY2014,Asset,Heel Inc,No,PO,yes
53.68,Q3 FY2014,Asset,Hospira  Inc.,No,Pcard,no
99.0,Q3 FY2014,Asset,Jeun Cell Ltd,No,Pcard,yes
82.57,Q3 FY2014,Asset,Matrixx Initiatives  Inc.,No,PO,no
187.92,Q3 FY2014,Asset,Pliva Inc.,No,Pcard,no
8.27,Q3 FY2014,Asset,Rite Aid Corporation,No,PO,no
16.4,Q3 FY2014,Asset,Sandoz Inc,No,Ebuy,yes
15.4,Q3 FY2014,Asset,Shiseido Co.  Ltd.,No,Ebuy,no
284.0,Q3 FY2014,Asset,Sj Creations  Inc.,Yes,Ebuy,yes
245.0,Q3 FY2014,Asset,Skinfix  Inc.,Yes,PO,no
17.51,Q3 FY2014,Asset,Thefaceshop Co.  Ltd,No,Pcard,no
15.4,Q3 FY2014,Asset,Wockhardt Limited,Yes,PO,yes
12.77,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Ab7 Industries,Yes,Ebuy,no
16.48,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Akorn  Inc.,No,Ebuy,yes
223.82,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Alk-Abello  Inc.,Yes,Ebuy,yes
30.0,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Avpak,No,Ebuy,no
74.93,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Best Buy ,Yes,PO,yes
42.47,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,C.D.M.A.  Inc,No,PO,no
42.18,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,Ebuy,no
72.12,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,Ebuy,yes
191.56,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,PO,no
290.0,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,Pcard,no
40.4,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,Pcard,yes
10.0,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Darron Tool & Eng Sbo,No,Pcard,yes
223.82,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Elizabeth Arden  Inc,Yes,Pcard,yes
24.64,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Fenwal  Inc.,No,PO,no
155.0,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Godwin-Sbo  Lp,No,Pcard,yes
20.26,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,H.J. Harkins Company  Inc.,No,Pcard,no
6.77,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Hampton Inn & Suites,No,Pcard,no
68.04,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Heel Inc,No,PO,no
187.92,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Henry Schein  Inc.,No,Ebuy,no
2.18,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Hospira  Inc.,No,Ebuy,no
235.06,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Jeun Cell Ltd,No,PO,yes
72.86,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Johnny Rockets,No,Ebuy,no
73.03,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,King Bio Inc.,No,Pcard,no
16.21,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Mary Kay Inc.,No,PO,yes
135.8,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,Ebuy,no
13.76,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,Ebuy,yes
48.65,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,PO,no
13.76,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,Pcard,yes
93.24,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Merck Sharp & Dohme Corp.,No,Ebuy,yes
106.0,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Panda Express,Yes,PO,yes
8.34,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Pliva Inc.,No,Ebuy,no
5.72,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Prime Packaging  Inc.,No,Pcard,yes
72.86,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Quiznos,Yes,Ebuy,no
24.64,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Rite Aid Corporation,No,Pcard,no
35.97,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Safeway Inc.,No,Pcard,no
167.18,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,Ebuy,no
191.16,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,PO,no
134.62,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,Pcard,no
36.07,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,Pcard,yes
11.0,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Sj Creations  Inc.,Yes,Ebuy,yes
42.47,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,Ebuy,yes
120.0,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,PO,no
230.39,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,PO,yes
51.98,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,Pcard,no
129.9,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Starbucks,Yes,Pcard,no
239.0,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Starbucks,Yes,Pcard,yes
36.07,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Tenaris  S.A.,Yes,Ebuy,yes
36.07,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Tenaris Coiled Tubes Llc,No,Ebuy,yes
60.0,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Thefaceshop Co.  Ltd,No,Ebuy,no
7.0,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Thefaceshop Co.  Ltd,No,PO,yes
1120.1,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Timken Group,No,Pcard,no
129.9,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Tubos De Acero De Mexico Sa,No,Ebuy,no
16.48,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Valu Merchandisers Company,Yes,PO,yes
73.03,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Ventura International Ltd,No,Pcard,no
35.97,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Wise Consumer Products,Yes,Pcard,no
93.24,Q3 FY2014,ELECTRONIC COMPONENTS AND SUPPLIES,Wockhardt Limited,Yes,Pcard,yes
13.32,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Ab7 Industries,Yes,Pcard,no
223.82,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Alk-Abello  Inc.,Yes,Pcard,yes
39.18,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Avpak,No,PO,yes
15.4,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Best Buy ,Yes,Ebuy,no
341.0,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,C.D.M.A.  Inc,No,PO,no
479.56,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Ebuy,no
99.0,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,PO,no
394.78999999999996,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Pcard,no
16.95,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Depomed  Inc.,No,PO,yes
11.25,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Dza Brands Llc,Yes,Ebuy,no
951.13,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Elizabeth Arden  Inc,Yes,Ebuy,no
223.82,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Elizabeth Arden  Inc,Yes,Ebuy,yes
13.32,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Fenwal  Inc.,No,Pcard,no
30.19,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Godwin-Sbo  Lp,No,Pcard,no
99.0,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,H.J. Harkins Company  Inc.,No,Ebuy,yes
31.18,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,H.J. Harkins Company  Inc.,No,Pcard,no
165.0,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Hampton Inn & Suites,No,PO,no
29.71,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Jeun Cell Ltd,No,Ebuy,no
15.3,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,King Bio Inc.,No,Ebuy,no
15.4,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,King Bio Inc.,No,Pcard,no
161.23,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Knust Sbs,No,Ebuy,no
42.47,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Kroger Company,No,Ebuy,no
245.0,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Kroger Company,No,PO,no
219.64,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Kroger Company,No,PO,yes
22.0,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,Ebuy,no
46.69,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,Ebuy,yes
31.29,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,PO,yes
315.1,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,Pcard,no
12.44,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,Pcard,yes
31.18,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Mckesson,Yes,PO,no
18.23,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Mckesson,Yes,Pcard,no
83.2,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Pliva Inc.,No,Pcard,no
267.0,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Prime Packaging  Inc.,No,PO,yes
699.0,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Quiznos,Yes,Ebuy,no
267.0,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Rimmel Inc.,No,Pcard,yes
8.99,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Safeway,Yes,Pcard,no
94.59,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Ebuy,no
166.0,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,PO,no
36.07,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,PO,yes
11.0,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Pcard,no
36.07,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Pcard,yes
161.23,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Sb Darron Pte Ltd,No,Pcard,no
216.5,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Schoeller Bleckmann Inc,No,PO,yes
1576.04,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,Ebuy,no
297.71999999999997,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,Ebuy,yes
482.28999999999996,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,PO,yes
22.76,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,Pcard,yes
131.81,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Tenaris,No,Ebuy,yes
107.93,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Tenaris,No,PO,yes
131.81,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Tenaris Coiled Tubes Llc,No,PO,yes
32.910000000000004,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Thefaceshop Co.  Ltd,No,Ebuy,no
47.510000000000005,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Thefaceshop Co.  Ltd,No,PO,no
271.0,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Thefaceshop Co.  Ltd,No,PO,yes
15.4,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Thefaceshop Co.  Ltd,No,Pcard,no
127.5,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Tonymoly Co.  Ltd.,No,PO,yes
19.21,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Valu Merchandisers Company,Yes,PO,no
15.4,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Valu Merchandisers Company,Yes,PO,yes
15.4,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Ventura International Ltd,No,Ebuy,no
54.5,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Ventura International Ltd,No,Pcard,yes
39.18,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Walgreen Co.,No,PO,yes
29.59,Q3 FY2014,IT/IS AND TELECOMMUNICATIONS,Walgreen Company,No,PO,yes
15.4,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Akorn  Inc.,No,Pcard,yes
22.0,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Avkare  Inc.,No,Ebuy,no
45.67,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Cephalon  Inc.,Yes,PO,yes
1332.64,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Cephalon  Inc.,Yes,Pcard,yes
15.4,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Chattem  Inc.,No,Pcard,yes
284.0,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Darron Tool & Eng Sbo,No,PO,yes
15.4,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Heel Inc,No,Ebuy,yes
15.4,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Hospira  Inc.,No,PO,no
22.0,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Johnny Rockets,No,Pcard,no
61.99,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Quiznos,Yes,PO,no
